stimulus_id,stimulus_name,language,screen_id,global_sent_index,text
8,Lit_Solaris,sv,6,142,De små och ojämnt fördelade remsorna klippigt och ökenliknande land är huvudsakligen koncentrerade till det södra halvklotet.
8,Lit_Solaris,sv,7,143,"Man fastställde också atmosfärens syrefria sammansättning, gjorde synnerligen noggranna mätningar av planetens täthet, dess albedo och andra astronomiska element."
8,Lit_Solaris,sv,7,144,Som väntat fann man inga som helst spår av liv vare sig till lands eller i oceanen.
8,Lit_Solaris,sv,8,145,"Under de följande tio åren visade Solaris, som nu var i centrum för alla observatoriers intresse, en häpnadsväckande tendens att bevaka sin icke konstanta omloppsbana, som nu var ställd utom allt tvivel."
8,Lit_Solaris,sv,8,146,"Under en tid luktade det nästan skandal, eftersom man (med hänsyn till vetenskapens bästa) försökte skjuta skulden för ett sådant resultat av observationerna än på vissa personer, än på deras datorer."
8,Lit_Solaris,sv,9,147,"Bristen på medel försenade utskickandet av en riktig Solarisexpedition i ytterligare tre år, ända tills Shannahan hade kompletterat sin besättning och fått tre enheter från institutet, tonnage C, kosmodromisk klass."
8,Lit_Solaris,sv,9,148,"Ett och ett halvt år innan expeditionen som startade från Vattumannens alfa, kom fram, hade institutet skickat ut en enda forskningsflotta, satt en automatisk rymdstation, Luna 247, i omloppsbana kring Solaris."
8,Lit_Solaris,sv,10,149,Rymdstationen fungerar än i dag efter tre ombyggnader med tiotals år emellan.
8,Lit_Solaris,sv,10,150,De data den samlade in bekräftade definitivt den iakttagelse som Ottenskjolds expediton hade gjort om oceanrörelsernas aktiva karaktär.
8,Lit_Solaris,sv,10,151,"Ett av Shannahans skepp låg kvar i hög omloppsbana, medan två efter inledande förberedelser landade på den klippiga landremsa, som upptar omkring sexhundra kvadratmil nära Solaris sydpol."
8,Lit_Solaris,sv,11,152,"Expeditionens uppgifter slutfördes efter arton månader, och förlöpte lyckligt med undantag av en olyckshändelse som förorsakades av ett funktionsfel på apparaturen."
8,Lit_Solaris,sv,11,153,Den vetenskapliga delen av personalen kom att splittras i två läger som bekämpade varandra.
8,Lit_Solaris,sv,11,154,Det var oceanen som var föremål för tvisten.
8,Lit_Solaris,sv,11,155,På grundval av analyserna erkändes oceanen som en organisk varelse (att kalla den levande
8,Lit_Solaris,sv,11,156,var det då ännu ingen som vågade).
8,Lit_Solaris,sv,12,157,"Men när biologerna i den såg ett primitivt väsen — något slags gigantisk enhet, alltså liksom en enda, monstruöst stor, flytande cell (men de kallade den en ”förbiologisk formation”), som omgav hela klotet med ett geléartat hölje med ett djup som ställvis nådde flera mil — då hävdade astronomer och fysiker att det måste vara en struktur som var övermåttan högt organiserad, som i sin uppbyggnad kanske överträffade de jordiska organismerna i sin komplexitet, eftersom den var i stånd att aktivt påverka planetens omloppsbana."
8,Lit_Solaris,sv,13,158,"Man upptäckte nämligen ingen som helst annan orsak som förklarade Solaris beteende, och dessutom hade planetarfysikerna upptäckt ett samband mellan vissa processer i plasmaoceanen och den lokalt uppmätta gravitationspotentialen, som förändrades alltefter oceanens ”materiaomvandling”."
8,Lit_Solaris,sv,13,159,"Det var alltså fysikerna och inte biologerna som myntade den paradoxala formuleringen ”plasmatisk maskin”, med vilket de menade ett väsen, som i vår bemärkelse kanske var livlöst, men i stånd att utföra målmedvetna handlingar i en skala — det är bäst att genast tillägga, som var av astronomiska mått."
8,Lit_Solaris,sv,14,160,"Under denna tvist, som under loppet av några veckor drog in alla mer framstående auktoriteter i sin virvel, kom Gamow-Shapleys doktrin för första gången på åttio år i gungning."
9,Lit_BrokenApril,sv,1,161,Grymma april - Kapitel 3
9,Lit_BrokenApril,sv,1,162,"Med sin hustrus hand i sin lutade Bessian Vorpsi sitt huvud mot rutan som för att försäkra sig om att den lilla staden som de hade lämnat en halvtimme tidigare, den sista nedanför rrafsh, högplatån i norr, verkligen hade försvunnit ur deras åsyn, Framför dem och på sidorna bredde nu en lätt sluttande hedmark ut sig,"
9,Lit_BrokenApril,sv,1,163,en ganska ovanlig marktyp som varken var slätt eller berg.
9,Lit_BrokenApril,sv,2,164,"De egentliga bergen hade ännu inte dykt upp men man kunde gissa sig till deras skugga, och det var nog så att just skuggan av dem både utestängde den här platån från bergsområdet och samtidigt hindrade den från att vara en slätt."
9,Lit_BrokenApril,sv,2,165,"Den var alltså ett slags mellanting, steril och nästan obebodd."
9,Lit_BrokenApril,sv,3,166,Då och då pärlade små regndroppar över vagnsfönstren.
9,Lit_BrokenApril,sv,3,167,»
9,Lit_BrokenApril,sv,3,168,"Förbannelsens bergstoppar«, sa han allvarligt och med en lätt skälvning på rösten som för att välkomna något som han länge hade väntat på."
9,Lit_BrokenApril,sv,3,169,"Han kände att det högtidliga namnet imponerade på hans hustru, vilket gav honom en viss tillfredsställelse."
9,Lit_BrokenApril,sv,4,170,Hon böjde sig fram mot honom och han kände doften från hennes hals.
9,Lit_BrokenApril,sv,4,171,»
9,Lit_BrokenApril,sv,4,172,Var är de någonstans?
9,Lit_BrokenApril,sv,4,173,«
9,Lit_BrokenApril,sv,4,174,"Han gjorde en rörelse med hakan och sträckte sedan ut handen, men dit han pekade såg hon ingenting annat än tjock dimma."
9,Lit_BrokenApril,sv,4,175,"»Det finns inget att se«, förklarade han."
9,Lit_BrokenApril,sv,4,176,»Det är ännu långt kvar.
9,Lit_BrokenApril,sv,4,177,«
9,Lit_BrokenApril,sv,5,178,"»Det finns inget att se«, förklarade han."
9,Lit_BrokenApril,sv,5,179,»Det är ännu långt kvar.
9,Lit_BrokenApril,sv,5,180,«
9,Lit_BrokenApril,sv,5,181,Med handen kvar i makens tryckte hon sig mot det sammetsklädda sätet.
9,Lit_BrokenApril,sv,5,182,"Vagnens skakningar fick tidningen att falla till golvet, den tidning som skrev om dem och som de hade köpt före avresan, men de rörde inte ett finger för att ta upp den igen."
9,Lit_BrokenApril,sv,5,183,Hon log ett litet uppgivet leende när hon tänkte på rubriken till den korta notisen om deras resa:
9,Lit_BrokenApril,sv,5,184,»En mindre sensation:
9,Lit_BrokenApril,sv,5,185,Författaren Bessian Vorpsi och hans unga hustru ska tillbringa smekmånaden på den norra högplatån!
9,Lit_BrokenApril,sv,5,186,«
9,Lit_BrokenApril,sv,6,187,Texten var lite tvetydig.
9,Lit_BrokenApril,sv,6,188,"Man kunde inte så noga veta om skribenten, en viss A.G. (var det möjligen deras gemensamme bekant Adrian Guma?) var positiv till resan eller betraktade den med en viss ironi."
9,Lit_BrokenApril,sv,7,189,När fästmannen två veckor före bröllopet hade avslöjat sina planer för henne hade hon tyckt att det var en komplett befängd idé.
9,Lit_BrokenApril,sv,7,190,"»Bli inte förvånad«, hade hennes väninnor sagt, »när du gifter dig med en man utöver det vanliga kan du bara vänta dig originella saker."
