stimulus_id,stimulus_name,language,screen_id,global_sent_index,text
1,PopSci_MultiplEYE,ca,5,14,"Amb l'ajuda d'algorismes de reconeixement d'imatges, el seguidor ocular pot estimar els punts de mira amb gran precisió, coneixent la posició del cap i els ulls, la distància a la pantalla a la qual està mirant el participant i la posició del seguidor ocular."
1,PopSci_MultiplEYE,ca,5,15,El seguiment ocular és una tecnologia útil per a moltes aplicacions.
1,PopSci_MultiplEYE,ca,5,16,"Per exemple, pot ajudar a detectar el cansament en conduir o pot recolzar aplicacions per a fins de detecció i entrenament en l'àmbit mèdic."
1,PopSci_MultiplEYE,ca,5,17,"El seguiment ocular també s'utilitza en jocs, màrqueting i interacció humà-ordinador."
1,PopSci_MultiplEYE,ca,6,18,Per què el seguiment ocular durant la lectura és especialment interessant per al nostre projecte?
1,PopSci_MultiplEYE,ca,6,19,"Mentre llegeixes aquestes paraules, el seguidor ocular segueix els moviments dels teus ulls sobre el text."
1,PopSci_MultiplEYE,ca,6,20,"Això proporciona informació sobre quant temps passes mirant un text, o més específicament, quant temps has passat en cada paraula, quines paraules has omès, en quines t'has aturat i si has hagut de tornar enrere i rellegir parts del text per entendre'l millor."
1,PopSci_MultiplEYE,ca,7,21,"A mesura que el teu cervell processa el contingut del text, els moviments dels teus ulls reflecteixen gran part del processament lingüístic i cognitiu que ocorre gairebé en temps real."
1,PopSci_MultiplEYE,ca,7,22,"Per tant, les dades enregistrades són una mina d'or d'informació sobre com construïm el significat i les estructures gramaticals d'un text."
1,PopSci_MultiplEYE,ca,7,23,Mostra quines parts del text ens resulten difícils i quines són fàcilment llegibles.
1,PopSci_MultiplEYE,ca,7,24,Dependrà dels investigadors explicar més endavant quins factors lingüístics van causar quina mena de moviments oculars.
1,PopSci_MultiplEYE,ca,8,25,"La motivació darrere de MultiplEYE és que les dades de seguiment ocular encara són escasses, especialment per als idiomes amb menys parlants."
1,PopSci_MultiplEYE,ca,8,26,"Aquesta extensa recopilació de dades és un repte en termes de desenvolupar i acordar el disseny experimental, la complexitat i els tipus de textos que els participants han de llegir."
1,PopSci_MultiplEYE,ca,8,27,"Altres decisions que semblen menys rellevants, però que són, de fet, molt importants, inclouen el tipus i mida de font en què es presenta el text, l'ordre dels textos, el procediment experimental i com es processaran les dades."
1,PopSci_MultiplEYE,ca,9,28,"Però un cop completat, aquest conjunt de dades ens permetrà investigar molts temes relacionats amb la psicolingüística i la lingüística computacional."
1,PopSci_MultiplEYE,ca,9,29,"Per exemple, podem comparar el comportament de lectura entre diferents idiomes."
1,PopSci_MultiplEYE,ca,9,30,"Afecta els temps de lectura l'escriptura, per exemple, l'alfabet llatí davant dels alfabets ciríl·lic o àrab?"
1,PopSci_MultiplEYE,ca,9,31,Un exemple relacionat amb el processament computacional del text podria implicar l'ús de dades de seguiment ocular per avançar en aplicacions d'intel·ligència artificial que imitin el procés de lectura humana.
1,PopSci_MultiplEYE,ca,9,32,Això podria utilitzar-se per construir millors sistemes de traducció automàtica o millorar l'extracció automàtica de paraules clau del text.
1,PopSci_MultiplEYE,ca,10,33,"Rebre dades de seguiment ocular de molts participants, incloent-te a tu, en llegir textos en molts idiomes diferents serà una gran base per a la nostra investigació."
1,PopSci_MultiplEYE,ca,10,34,Serà el factor principal per convertir la nostra xarxa de recerca en un projecte d’èxit.
1,PopSci_MultiplEYE,ca,10,35,Esperem aplanar el camí per avançar en la recerca en diversos subcamps de la lingüística en donar suport i connectar un gran grup d'investigadors.
1,PopSci_MultiplEYE,ca,11,36,"Els resultats principals de l'Acció MultiplEYE seran un conjunt de dades gran que contindrà dades de seguiment ocular en molts idiomes, i una plataforma per a noves col·laboracions basades en aquest tipus de dades."
1,PopSci_MultiplEYE,ca,11,37,"Si estàs llegint aquest text, ja estàs donant suport a la nostra causa al permetre'ns recopilar i analitzar els teus moviments oculars mentre llegeixes i comprens el llenguatge."
1,PopSci_MultiplEYE,ca,11,38,Gràcies!
2,Ins_HumanRights,ca,1,39,Declaració Universal de Drets Humans - Preàmbul
2,Ins_HumanRights,ca,1,40,"Considerant que el reconeixement de la dignitat inherent i dels drets iguals i inalienables de tots els membres de la família humana és el fonament de la llibertat, la justícia i la pau en el món,"
2,Ins_HumanRights,ca,2,41,"Considerant que el desconeixement i el menyspreu dels drets humans han originat actes de barbàrie que han ultratjat la consciència de la humanitat; i que s'ha proclamat com l'aspiració més elevada de tothom l'adveniment d'un món on els éssers humans, deslliurats del temor i la misèria, puguin gaudir de llibertat d'expressió i de creença,"
2,Ins_HumanRights,ca,3,42,"Considerant que és essencial que els drets humans siguin protegits per un règim de dret per tal que les persones no es vegin forçades, com a últim recurs, a la rebel·lió contra la tirania i l'opressió,"
2,Ins_HumanRights,ca,4,43,"Considerant també que és essencial de promoure el desenvolupament de relacions amistoses entre les nacions,"
2,Ins_HumanRights,ca,5,44,"Considerant que els pobles de les Nacions Unides han ratificat en la Carta llur fe en els drets humans fonamentals, en la dignitat i el valor de la persona humana i en la igualtat de dret d'homes i dones; i que han decidit de promoure el progrés social i millorar el nivell de vida dins d'una llibertat més àmplia,"
2,Ins_HumanRights,ca,6,45,"Considerant que els Estats membres s'han compromès a assegurar, en cooperació amb l'Organització de les Nacions Unides, el respecte universal i efectiu dels drets humans i les llibertats fonamentals,"
2,Ins_HumanRights,ca,7,46,"Considerant que una concepció comuna d'aquests drets i llibertats és de la més gran importància per al ple compliment d'aquest compromís,"
2,Ins_HumanRights,ca,8,47,L'Assemblea General
2,Ins_HumanRights,ca,8,48,"Proclama aquesta Declaració Universal de Drets Humans com l'ideal comú a assolir per a tots els pobles i nacions amb el fi que cada persona i cada institució, inspirant-se constantment en aquesta Declaració, promoguin, mitjançant l'ensenyament i l'educació, el respecte a aquests drets i llibertats i assegurin, amb mesures progressives nacionals i internacionals, el seu reconeixement i aplicació universals i efectius, tant entre els pobles dels Estats membres com entre els dels territoris sota llur jurisdicció."
3,Ins_LearningMobility,ca,1,49,INFORME DE LA COMISSIÓ AL CONSELL: Informe de situació sobre el valor de referència aplicable a la mobilitat en la formació
3,Ins_LearningMobility,ca,1,50,1.
3,Ins_LearningMobility,ca,1,51,INTRODUCCIÓ
3,Ins_LearningMobility,ca,1,52,"La recent Comunicació de la Comissió titulada ""Invertir en la joventut d'Europa"" posa de relleu els efectes positius de la mobilitat en la formació sobre l'ocupabilitat i la ciutadania activa."
3,Ins_LearningMobility,ca,1,53,"Aprendre, estudiar i formar-se en un altre país constitueix una experiència única i pot obrir nous horitzons."
3,Ins_LearningMobility,ca,2,54,"Les capacitats adquirides durant una experiència de mobilitat, com ara la resolució de problemes, l'adaptabilitat, la tolerància i la confiança en un mateix, són valorades pels ocupadors i fonamentals per a la societat actual."
3,Ins_LearningMobility,ca,2,55,"La Comissió fomenta la mobilitat en la formació dels joves a través de les seves polítiques i programes, incloent-hi un valor de referència dedicat, i el suport del programa Erasmus+."
3,Ins_LearningMobility,ca,3,56,"En les conclusions de 2011 relatives a un valor de referència aplicable a la mobilitat en la formació (2011/0372/08), aquest sol·licita a la Comissió que “informi al Consell, a finals de 2015, amb vista a l'examen i, si s'escau, a la revisió del valor de referència europeu aplicable a la mobilitat en la formació""."
3,Ins_LearningMobility,ca,3,57,"A més, en les conclusions s'invita la Comissió i els Estats membres a emprendre una sèrie d'actuacions complementàries, especialment pel que fa als indicadors de mobilitat dels estudiants, joves i professors, encara que no se'ls exigeix que informin el Consell sobre aquestes actuacions."
3,Ins_LearningMobility,ca,3,58,La descripció detallada de les actuacions està disponible en documentació separada de la Comissió.
3,Ins_LearningMobility,ca,4,59,"El context de les conclusions del Consell de 2011 és el marc estratègic per a la cooperació europea en l'àmbit de l'educació i la formació (ET 2020), en el qual s'invita la Comissió a que ""presenti una proposta de valor de referència en aquest àmbit abans de finals de 2010, que es centrarà inicialment en la mobilitat física entre els països en l'àmbit de l'educació superior...""."
3,Ins_LearningMobility,ca,4,60,Les conclusions del Consell van estar precedides pel document de treball de la Comissió de 24 de maig de 2011 sobre la definició de valors de referència aplicables a l'educació per a l'ocupabilitat i la mobilitat en la formació (doc. 10697/11).
3,Ins_LearningMobility,ca,5,61,El present informe respon a l'obligació d'informar el Consell sobre el progrés realitzat pel que fa al valor de referència aplicable a la mobilitat amb vistes a continuar la feina de cara a 2020.
3,Ins_LearningMobility,ca,6,62,"El valor de referència aplicable a la mobilitat en la formació està format per dos indicadors i es defineix a l'annex de les conclusions de 2011, com segueix:"
3,Ins_LearningMobility,ca,6,63,"- ""Per al 2020, com a mitjana de la UE, com a mínim el 20 % dels graduats d'ensenyament superior hauria d'haver passat un període d'estudis o formació de nivell superior (inclosos períodes de pràctiques) a l'estranger, que representi un mínim de 15 crèdits ECTS o que duri com a mínim tres mesos""."
3,Ins_LearningMobility,ca,7,64,"- ""Per al 2020, com a mitjana de la UE, com a mínim el 6 % dels joves d'edats compreses entre els 18 i els 34 anys amb qualificació d'educació i formació professional inicial hauria d'haver passat un període d'estudis o formació de nivell d'educació i formació professional inicial (inclosos períodes de pràctiques) a l'estranger, que hagi durat com a mínim dues setmanes, o menys si estigués justificat mitjançant el document Europass pertinent""."
3,Ins_LearningMobility,ca,8,65,"El valor de referència es centra especialment en la mobilitat exterior, és a dir, en quina mesura les persones van a l'estranger per a obtenir experiències de formació i qualificacions."
3,Ins_LearningMobility,ca,8,66,"Dins de la UE, aquest objectiu està relacionat amb els principis bàsics de la Unió de lliure circulació de persones i treballadors dins del mercat interior."
3,Ins_LearningMobility,ca,9,67,El valor de referència de la UE mesura el nombre de graduats que han participat en programes de mobilitat durant els seus estudis i han completat amb èxit les qualificacions.
3,Ins_LearningMobility,ca,9,68,"No especifica directament zona geogràfica, tot i que les Conclusions de 2011 destaquen que ""la mobilitat en la formació es defineix com a mobilitat física i abasta la mobilitat arreu del món""."
3,Ins_LearningMobility,ca,9,69,"En la pràctica, la mesura de l'indicador del valor de referència aplicable a la mobilitat en l'educació i la formació professional inicial està limitada per l'instrument tàcit recollit a les Conclusions (una enquesta dirigida a llars d’ampli grup d'edat), mentre que la font per a l'indicador per a l'educació superior no està especificada."
4,Lit_Alchemist,ca,1,70,L’Alquimista – Capítol 1
4,Lit_Alchemist,ca,1,71,El noi es deia Santiago.
4,Lit_Alchemist,ca,1,72,Ja es començava a fer fosc quan va arribar amb el seu ramat davant d’una església vella i abandonada.
4,Lit_Alchemist,ca,1,73,"Devia fer molt de temps que s’havia esfondrat el sostre, perquè un sicòmor grandiós creixia al lloc que abans havia ocupat la sagristia."
4,Lit_Alchemist,ca,1,74,Va decidir passar-hi la nit.
4,Lit_Alchemist,ca,1,75,Va fer entrar totes les ovelles per la porta en ruïnes i després hi va posar uns taulons per impedir que fugissin durant la nit.
4,Lit_Alchemist,ca,2,76,"En aquella comarca no hi havia llops, però una vegada se li va escapar un animal en plena nit i es va passar tot l’endemà buscant l’ovella esgarriada."
4,Lit_Alchemist,ca,2,77,Va posar la jaqueta a terra i s’hi va ajeure al damunt; el llibre que acabava de llegir li va servir de coixí.
4,Lit_Alchemist,ca,2,78,Abans d’adormir-se va pensar que li convenia llegir llibres més gruixuts: trigaven més a acabar-se i a la nit eren uns coixins molt més còmodes.
4,Lit_Alchemist,ca,3,79,Quan es va despertar encara era fosc.
4,Lit_Alchemist,ca,3,80,Va mirar enlaire i va veure les estrelles que brillaven per entremig del sostre mig caigut.
4,Lit_Alchemist,ca,3,81,"“M’agradaria dormir una estoneta més”, va pensar."
4,Lit_Alchemist,ca,3,82,Havia tingut el mateix somni que la setmana anterior i s’havia tornat a despertar abans del final.
4,Lit_Alchemist,ca,3,83,Es va llevar i va beure un glop de vi.
4,Lit_Alchemist,ca,3,84,"Després, va agafar el gaiato i va despertar les ovelles que encara dormien."
4,Lit_Alchemist,ca,3,85,"S’havia fixat que, tan bon punt es despertava, la majoria dels animals també es començaven a despertar."
4,Lit_Alchemist,ca,3,86,"Era com si una energia misteriosa unís la seva vida a la d’aquelles ovelles que ja feia dos anys que recorrien la terra amb ell, a la recerca d’aigua i d’aliment."
4,Lit_Alchemist,ca,4,87,"""S’han avesat tant a mi, que ja em coneixen els horaris,"" va dir en veu baixa."
4,Lit_Alchemist,ca,4,88,Va reflexionar un moment i va pensar que també podia ser que fos al contrari: que fos ell qui s’hagués acostumat a l’horari de les ovelles.
4,Lit_Alchemist,ca,4,89,Ara que n’hi havia algunes que trigaven més a despertar-se.
4,Lit_Alchemist,ca,4,90,"El noi les va despertar, una a una, amb el gaiato, cridant-les pel seu nom."
4,Lit_Alchemist,ca,4,91,Sempre havia cregut que les ovelles eren capaces d’entendre el que els deia.
4,Lit_Alchemist,ca,4,92,"Per això tenia el costum de llegir-los en veu alta els fragments que l’havien impressionat més dels llibres que havia llegit, els parlava de la solitud i de l’alegria dels pastor al camp o els explicava les últimes novetats que havia vist a les ciutats per on solia passar."
4,Lit_Alchemist,ca,5,93,"Els últims dies, però, només els havia parlat d’un sol tema: una noieta, filla d’un comerciant, que vivia a la ciutat on havien d’arribar al cap de quatre dies."
4,Lit_Alchemist,ca,5,94,"Solament hi havia estat una vegada, l’any abans."
4,Lit_Alchemist,ca,5,95,"El comerciant era l’amo d’una botiga de teixits i li agradava que esquilessin les ovelles davant seu, per evitar que li fessin trampa."
4,Lit_Alchemist,ca,5,96,Un amic seu li havia parlat d’aquella botiga i el pastor hi va dur les seves ovelles.
6,Lit_MagicMountain,ca,1,97,La Muntanya Mágica – Pròleg
6,Lit_MagicMountain,ca,1,98,"Volem explicar la història de Hans Castorp, i no pas per ell (perquè el lector hi coneixerà un jove prou simple, encara que agradable) sinó per la història mateixa, que ens sembla d’allò més digna de ser explicada (i tanmateix caldria recordar en favor de Hans Castorp que és la seva, que no totes les històries passen a qualsevol)."
6,Lit_MagicMountain,ca,1,99,"D’aquesta història en fa molt de temps, ja està com qui diu tota coberta de noble verdet històric i s’ha de narrar per força en la forma de pretèrit més anterior."
6,Lit_MagicMountain,ca,2,100,"Això no seria cap inconvenient, sinó més aviat un avantatge, perquè les històries han de ser passades i es podria dir que, com més ho siguin, millor pel que fa a la seva essència i per al narrador que evoca, murmurant, l’imperfet."
6,Lit_MagicMountain,ca,3,101,"Però aquest es troba amb el mateix amb què avui també es troben les persones, sobretot les que es dediquen a contar: que és molt més vella que l’edat que té, que la seva longevitat no es pot calcular per dies, ni els anys que li pesen per períodes solars."
6,Lit_MagicMountain,ca,3,102,"En una paraula: al grau del seu passat, en realitat no el deu al temps, una manifestació que al·ludeix i de passada indica la incertesa i la singular doble natura d’aquest element misteriós."
6,Lit_MagicMountain,ca,4,103,"Malgrat tot, a fi de no enfosquir falsament uns fets clars, hem de dir que la causa de l’extrema anterioritat de la nostra història és que passi abans d’un cert canvi i límit que han trasbalsat la vida i la consciència… s’esdevé, o per evitar a posta qualsevol present, s’ha esdevingut i s’esdevingué antigament, en altres temps, al món d’abans de la Gran Guerra, amb l‘inici de la qual van començar tantes coses que gairebé ja no han parat de començar."
6,Lit_MagicMountain,ca,4,104,"S’esdevé abans, doncs, encara que poc abans."
6,Lit_MagicMountain,ca,4,105,"Però el caràcter antic d’una història no és més profund, més complet i llegendari com més “proppassat”"
6,Lit_MagicMountain,ca,4,106,sigui?
6,Lit_MagicMountain,ca,5,107,"A més, és possible que aquesta, per la seva naturalesa íntima, també tingui alguna cosa o altra a veure amb la llegenda."
6,Lit_MagicMountain,ca,5,108,"La contarem detalladament, amb cura i precisió, perquè la diversió o l’avorriment d’una història què potser han depès mai de l’espai i el temps que ocupava?"
6,Lit_MagicMountain,ca,5,109,"Sense témer el mal regust de la meticulositat, més aviat som del parer que només allò minuciós és realment distret."
6,Lit_MagicMountain,ca,6,110,"Per tant, el narrador no enllestirà pas la  història de Hans en un girar d’ulls."
6,Lit_MagicMountain,ca,6,111,"No n’hi haurà prou amb els set dies d’una setmana, ni tampoc amb set mesos."
6,Lit_MagicMountain,ca,6,112,És millor que no compti prèviament quant de temps terrenal se li escolarà mentre el té enxarxat.
6,Lit_MagicMountain,ca,6,113,"Alabat sia Déu, tampoc no han de ser set anys!"
7,Lit_NorthWind,ca,1,114,El vent de nord i el Sol
7,Lit_NorthWind,ca,1,115,"El vent de nord i el Sol estaven porfidiejant per quin dels dos tenia més força, i justament, passà un viatger que portava una pesada capa."
7,Lit_NorthWind,ca,1,116,"Es varen posar d'acord en el fet que el primer que fes que el viatger es tragués la capa, seria el més poderós."
7,Lit_NorthWind,ca,1,117,"El vent de nord va bufar amb tota la força que va poder, però com més bufava, més s’ajustava el viatger la seva capa, i finalment, el vent parà de fer la prova."
7,Lit_NorthWind,ca,1,118,"En aquell moment, el Sol lluí, i el viatger es va treure la seva capa de seguida, de tal manera que el vent de nord va haver de reconèixer que el Sol tenia més força que ell."
8,Lit_Solaris,ca,1,119,Solaris - Capítol 2: Els Solaristes
8,Lit_Solaris,ca,1,120,La descoberta de Solaris havia tingut lloc quasi cent anys abans que jo nasqués.
8,Lit_Solaris,ca,1,121,"El planeta gravita al voltant de dos sols, un de vermell i un de blau."
8,Lit_Solaris,ca,1,122,Durant més de quaranta anys cap nau s’hi havia acostat.
8,Lit_Solaris,ca,1,123,En aquells temps la teoria de Gamow-Shapley que no hi podia haver vida en planetes satèl·lits d’estrelles dobles era una cosa assumida.
8,Lit_Solaris,ca,1,124,Les òrbites d’aquests planetes canvien constantment a causa dels jocs de gravitació que apareixen quan la parella de sols gira mútuament.
8,Lit_Solaris,ca,2,125,"A causa de les pertorbacions l’òrbita del planeta es reprodueix o s’estén alternativament, i si hi ha origen de vida, aquesta queda destruïda per la calor extrema o pel fred glaçat."
8,Lit_Solaris,ca,2,126,"Aquests canvis es produeixen en un termini de milions d’anys, per tant en un temps molt breu, segons l‘escala astronòmica o biològica (perquè l’evolució exigeix centenars de milions d’anys, o bilions tal vegada)."
8,Lit_Solaris,ca,3,127,"Solaris, segons els primers càlculs, havia d’acostar-se al seu sol roig en el transcurs de cinc-cents mil anys a una distància de mitja unitat astronòmica, i després d’un milió d’anys, havia de caure en el seu abisme ardent."
8,Lit_Solaris,ca,3,128,"Però després d’unes dècades van comprovar que la seva trajectòria no mostrava de cap manera els canvis esperats, com si fos completament estable, tan estable com la trajectòria dels planetes del nostre sistema solar."
8,Lit_Solaris,ca,4,129,Es van fer repetir les observacions i els càlculs amb la màxima exactitud i van confirmar el que ja se sabia: que l’òrbita de Solaris era inestable.
8,Lit_Solaris,ca,4,130,"D’entre els centenars de planetes que es descobrien any rere any i que entraven a formar part de les grans estadístiques amb unes quantes anotacions en què s’indicaven els elements del seu moviment, Solaris va ascendir al rang de cos celeste digne de la major atenció."
8,Lit_Solaris,ca,5,131,"Quatre anys després d’aquell descobriment, l’expedició d’Ottenskjold va sobrevolar el planeta per examinar-lo des de la Laokoon i dues naus auxiliars."
8,Lit_Solaris,ca,5,132,"Aquella expedició tenia un caràcter provisional, era una exploració improvisada perquè no estava capacitada per aterrar-hi."
8,Lit_Solaris,ca,5,133,Va introduir a les òrbites equatorials i polars una gran quantitat de satèl·lits observadors automàtics que tenien com a tasca principal mesurar els potencials gravitatoris.
8,Lit_Solaris,ca,6,134,"A més, va examinar la superfície del planeta, que estava coberta de l’oceà quasi en la seva totalitat, i amb unes planícies que s’elevaven sobre el seu nivell."
8,Lit_Solaris,ca,6,135,"La seva superfície total no arribava a l’àrea d’Europa, encara que Solaris té un diàmetre un vint per cent més gran que la Terra."
8,Lit_Solaris,ca,6,136,"Aquells trossos de terra rocosa i desèrtica, escampat de manera no regular, es concentren principalment a l’hemisferi sud."
8,Lit_Solaris,ca,7,137,"També en va conèixer la composició de l’atmosfera, mancada d’oxigen, i va mesurar amb una exactitud colossal la densitat del planeta, així com també l’albedo i altres elements astronòmics."
8,Lit_Solaris,ca,7,138,"Tal com s’esperava, no hi van trobar cap rastre de vida, ni a la superfície terrestre ni tampoc a l’oceà."
8,Lit_Solaris,ca,8,139,"En el transcurs de les següents dècades, Solaris, que ja es trobava en el centre d’atenció de tots els observatoris de la regió, va mostrar una sorprenent tendència a mantenir, per damunt de qualsevol dubte, la seva òrbita de gravitació inestable."
8,Lit_Solaris,ca,8,140,"Durant un temps allò es va convertir en un escàndol, ja que volien carregar les culpes per aquells resultats de l’observació (i en virtut del bé per a la ciència) ara a algunes persones, ara a les calculadores que feien servir."
8,Lit_Solaris,ca,9,141,"La manca de recursos va fer que una nova expedició a Solaris es retardés tres anys més, fins que Shannahan, després d’haver contemplat la tripulació, va aconseguir de l’Institut tres unitats de tonatge C, de la classe cosmodròmica."
8,Lit_Solaris,ca,9,142,"Un any i mig abans de l’arribada de l’expedició que sortia de la zona d’alfa d’Aquari, la segona flota d’exploració havia introduït per part de l’institut un satèl·lit orbitador automàtic: el Luna 247, en òrbita solarista."
8,Lit_Solaris,ca,10,143,"Aquell satèl·lit, després de tres reconstruccions fetes en períodes de dècades, ha treballat fins a l’actualitat."
8,Lit_Solaris,ca,10,144,Les dades que va recollir confirmaren definitivament les observacions de l’expedició d’Ottenskjold sobre el caràcter actiu dels moviments de l’oceà.
8,Lit_Solaris,ca,10,145,"Una nau de Shannahan va quedar-se en l’alta òrbita, mentre que les altres dues, després de preparacions prèvies, van aterrar en una part rocosa de la terra que ocupa unes sis-centes milles quadrades, al pol sud de Solaris."
8,Lit_Solaris,ca,11,146,"Els treballs de l’expedició van acabar al cap de divuit mesos, van anar tots bé tret d’un accident dissortat a causa d’una funció defectuosa del aparells."
8,Lit_Solaris,ca,11,147,Però entre els equips científics es va arribar a una escissió entre dues faccions enfrontades.
8,Lit_Solaris,ca,11,148,La causa de la confrontació va ser l’oceà.
8,Lit_Solaris,ca,11,149,"Partint de les anàlisis, van determinar que era un ser orgànic (encara ningú s’atrevia a aleshores a anomenar-lo “viu”)."
8,Lit_Solaris,ca,12,150,"Però quan els biòlegs van veure-hi un ser primitiu, una espècie de sincici gegant, és a dir, com si fos una cèl·lula líquida que havia crescut fins a dimensions gegantesques, encara que l’anomenessin una “formació prebiològica”, que envoltava tot el globus d’un mantell gelatinós d’una profunditat que en alguns llocs arribava a unes quantes milles, els astrònoms i els físics afirmaren que havia de ser una estructura enormement organitzada, que potser amb la seva complexitat superava la construcció dels organismes terrenals si era capaç d’influir d’aquella manera en la forma de l’òrbita planetària."
8,Lit_Solaris,ca,13,151,"Però no van descobrir cap altre element que esclarís el comportament de Solaris; a més, els físics planetaris van descobrir la relació entre certs processos plasmàtics de l’oceà i el potencial gravitatori mesurat localment, que canviava en funció del “metabolisme oceànic”."
8,Lit_Solaris,ca,13,152,"Així és que els físics, i no pas els biòlegs, van esbossar paradoxalment la formulació de la “màquina plasmàtica” entenent aquest concepte que era un ser segons l’enteníem, inorgànic però capaç de dur a terme accions amb una finalitat a una escala – i diguem-ho d’un cop – astronòmica."
8,Lit_Solaris,ca,14,153,"En aquella discussió, que en el decurs d’una setmana va xuclar com un remolí les autoritats més destacades, la doctrina de Gamow-Shapley trontollà per primera vegada des de feia vuitanta anys."
9,Lit_BrokenApril,ca,1,154,Broken April - Capítol 3
9,Lit_BrokenApril,ca,1,155,"Agafant la mà de la seva esposa, Bessian Vorpsi va apropar el cap a la finestra per assegurar-se que el petit poble que havien deixat una mitja hora abans, l'últim als peus del Rrafsh, l'altiplà del nord, havia desaparegut de la seva vista."
9,Lit_BrokenApril,ca,1,156,"Ara, davant seu i als seus dos costats, s'estenia una terra de pastures lleugerament inclinada, un terreny bastant estrany, ni plana, ni muntanya ni altiplà."
9,Lit_BrokenApril,ca,2,157,"Les muntanyes, en el sentit propi de la paraula, encara no havien començat, però se sentia la seva ombra imponent, i semblava que era precisament aquesta ombra que, al rebutjar qualsevol connexió entre l'altiplà i el món de la muntanya, impedia classificar-lo com a plana."
9,Lit_BrokenApril,ca,2,158,"Es tractava, doncs, d’una regió fronterera, àrida i gairebé deshabitada."
9,Lit_BrokenApril,ca,3,159,"De tant en tant, gotes de pluja perlaven el vidre de la finestra del carruatge."
9,Lit_BrokenApril,ca,3,160,"""Les Muntanyes Maleïdes"", va dir amb suavitat, amb un lleuger tremolor a la veu, com si estigués saludant una visió que esperava des de feia molt temps."
9,Lit_BrokenApril,ca,3,161,"Sentia que el nom, amb la seva solemnitat, havia causat impressió a la seva esposa, i se'n sentia satisfet."
9,Lit_BrokenApril,ca,4,162,"La seva cara es va acostar, i va inhalar el perfum del seu coll."
9,Lit_BrokenApril,ca,4,163,"""On són?"""
9,Lit_BrokenApril,ca,4,164,"Va assentir cap endavant, i després va assenyalar, però en aquella direcció ella no va veure res més que una densa capa de boira."
9,Lit_BrokenApril,ca,4,165,"""No pots veure res, encara"", va explicar."
9,Lit_BrokenApril,ca,4,166,"""Estem lluny d'elles."
9,Lit_BrokenApril,ca,4,167,""""
9,Lit_BrokenApril,ca,5,168,Va deixar la mà en la del seu marit i es va recolzar en la tela de vellut del seu seient.
9,Lit_BrokenApril,ca,5,169,"Les sacsejades del carruatge van fer que el diari en què s’esmentaven ells dos i que havien comprat al petit poble poc abans de la sortida, llisqués al terra, però cap dels dos es va moure per agafar-lo."
9,Lit_BrokenApril,ca,5,170,"Va somriure vagament, recordant el títol de l'apunt breu que anunciava el seu viatge: ""Sensació: L'escriptor Bessian Vorpsi i la seva jove esposa passen la lluna de mel a l'Altiplà del Nord!"
9,Lit_BrokenApril,ca,5,171,""""
9,Lit_BrokenApril,ca,6,172,L'article era força vague.
